country,latitude,longitude,country_encoded,temp_mean,temp_std,temp_min,temp_max,hemisphere,hemisphere_encoded,climate_zone,climate_zone_encoded,abs_latitude,latitude_normalized,latitude_band,temp_mean_month_1,temp_mean_month_2,temp_mean_month_3,temp_mean_month_4,temp_mean_month_5,temp_mean_month_6,temp_mean_month_7,temp_mean_month_8,temp_mean_month_9,temp_mean_month_10,temp_mean_month_11,temp_mean_month_12
Afghanistan,34.51734100719424,69.18265899280576,0,20.82949640287769,10.24496151787256,-3.3,36.3,Northern,1,Subtropical,1,34.51734100719424,0.3835260111910471,3,1.3129032258064517,4.789285714285714,11.993548387096777,22.986666666666668,27.26774193548387,29.747826086956525,32.11833333333333,30.664516129032258,27.525,21.125806451612902,14.796666666666663,8.252727272727272
Albania,41.32798561151079,19.81911366906475,1,21.13345323741008,8.807283817037195,1.3,39.2,Northern,1,Temperate,2,41.32798561151079,0.45919984012789766,4,13.425806451612903,12.428571428571429,16.067741935483873,18.40333333333333,21.664516129032258,30.12391304347826,32.428333333333335,31.601612903225806,25.445,18.503225806451614,13.103333333333332,9.334545454545454
Algeria,36.76250234234234,3.0504843243243243,2,21.964324324324327,6.912636054584655,2.1,38.2,Northern,1,Temperate,2,36.76250234234234,0.4084722482482482,3,15.019354838709678,15.425,17.616129032258065,19.7,22.274193548387096,28.36086956521739,29.79491525423729,29.598387096774196,26.336666666666662,21.398387096774197,16.051666666666666,12.681818181818182
Andorra,42.5,1.5173410071942444,3,10.941007194244603,9.101585352050977,-13.0,28.9,Northern,1,Temperate,2,42.5,0.4722222222222222,4,2.035483870967742,4.128571428571428,1.1806451612903226,7.21,11.038709677419355,20.506521739130434,21.461666666666662,22.10483870967742,14.22,10.474193548387095,2.8883333333333336,0.5818181818181818
Angola,-8.838630215827338,13.233545323741009,4,26.044964028776977,2.7558278621697267,19.3,32.2,Southern,0,Tropical,0,8.838630215827338,0.09820700239808154,0,29.38064516129032,29.264285714285712,29.548387096774192,28.626666666666665,27.861290322580647,25.62826086956522,23.348333333333336,22.738709677419354,24.326666666666664,25.432258064516127,26.71833333333333,26.96727272727273
Antigua and Barbuda,17.117333695652174,-61.85000000000001,5,26.54855072463768,1.7766987681790212,21.0,30.4,Northern,1,Tropical,0,17.117333695652174,0.1901925966183575,1,24.436666666666667,24.67142857142857,24.506451612903227,24.946666666666665,26.12903225806452,27.744444444444444,27.7,28.198387096774194,27.365,27.220967741935485,26.20508474576271,25.563636363636363
Argentina,-34.58798285198556,-58.67201714801444,6,14.116425992779783,5.684377964678878,0.3,27.3,Southern,0,Subtropical,1,34.58798285198556,0.3843109205776173,3,21.716666666666665,21.567857142857143,18.55161290322581,13.693333333333332,13.296774193548387,9.060869565217391,7.947457627118644,10.020967741935484,11.738333333333332,14.88548387096774,16.763333333333332,18.672727272727272
Armenia,40.18088633093525,44.51290071942446,7,19.010431654676257,11.164260827002318,-2.8,39.3,Northern,1,Temperate,2,40.18088633093525,0.44645429256594726,4,3.3548387096774195,3.5392857142857146,14.51290322580645,17.06,23.58709677419355,29.171739130434784,31.48166666666667,32.575806451612905,25.62,17.646774193548385,9.703333333333337,3.814545454545455
Australia,-35.28267341772152,149.21732658227847,8,13.99611211573237,6.926747168944433,-3.7,37.3,Southern,0,Temperate,2,35.28267341772152,0.39202970464135023,3,18.970967741935485,20.725,19.861290322580647,16.113333333333333,11.029032258064516,4.75,6.236666666666666,8.961290322580645,12.42,14.841935483870968,19.41166666666667,21.205454545454543
Austria,48.2,16.367336216216216,9,14.192792792792792,9.565175552046297,-3.8,35.5,Northern,1,Temperate,2,48.2,0.5355555555555556,4,3.351612903225807,2.6392857142857147,9.125806451612902,13.806666666666668,14.906451612903227,24.59130434782609,25.354237288135597,25.45483870967742,18.43166666666667,11.88548387096774,4.9350000000000005,3.56
Azerbaijan,40.39620612612613,49.88177585585585,10,20.331711711711712,8.94269783329832,-0.9,37.2,Northern,1,Temperate,2,40.39620612612613,0.4488467347347348,4,9.3,5.121428571428572,13.061290322580646,17.003333333333334,23.048387096774192,27.47391304347826,30.956666666666667,31.15806451612903,25.59491525423729,19.75483870967742,14.801666666666668,9.943636363636363
Bahamas,25.082664,-77.35,11,25.074,3.310819653191077,13.2,30.4,Northern,1,Subtropical,1,25.082664,0.2786962666666667,2,20.19,20.9,20.08709677419355,23.026666666666664,25.266666666666666,27.52444444444444,27.96779661016949,28.166129032258063,27.151666666666664,26.3672131147541,23.67966101694915,22.885454545454547
Bahrain,26.236857553956835,50.58249784172662,12,31.242446043165465,7.196390270476677,14.3,45.3,Northern,1,Subtropical,1,26.236857553956835,0.2915206394884093,2,20.125806451612902,19.853571428571428,24.06451612903226,31.94,36.1,37.7304347826087,38.44833333333334,38.041935483870965,36.88666666666666,31.29516129032258,26.76833333333333,21.945454545454545
Bangladesh,23.722501263537907,90.40887039711193,13,31.16173285198556,3.586832644599611,23.2,42.2,Northern,1,Subtropical,1,23.722501263537907,0.26358334737264344,2,26.94193548387097,30.34642857142857,35.74516129032258,37.36,34.858064516129026,31.986666666666668,30.906779661016948,30.38225806451613,32.01166666666667,31.69677419354839,29.55333333333333,26.60909090909091
Barbados,13.1,-59.61734448462929,14,27.19367088607595,1.445211889648208,22.1,31.4,Northern,1,Tropical,0,13.1,0.14555555555555555,1,25.626666666666665,25.49285714285714,25.887096774193548,25.966666666666665,27.151612903225807,27.80217391304348,27.93,28.229508196721312,28.125,27.59193548387097,27.39830508474576,26.19818181818182
Belarus,53.9,27.567341007194244,15,11.586870503597122,9.665487423070957,-8.9,32.4,Northern,1,Temperate,2,53.9,0.5988888888888889,5,1.2903225806451613,-2.9785714285714286,7.212903225806452,11.14,12.438709677419354,20.03043478260869,22.8,21.904838709677417,18.92833333333333,8.696774193548388,2.938333333333333,0.7927272727272727
Belgium,50.83266378378379,4.332663783783784,16,13.371981981981982,6.911753164337463,-2.6500000000000004,32.150000000000006,Northern,1,Temperate,2,50.83266378378379,0.5648073753753754,5,3.991935483870968,4.878571428571428,8.637096774193548,12.453333333333337,15.288709677419355,20.14,20.964166666666664,21.12016129032258,16.308333333333334,12.28225806451613,7.785833333333333,6.637272727272728
Belize,17.25,-88.76734565217392,17,22.294384057971016,2.2321656939534384,16.1,30.3,Northern,1,Tropical,0,17.25,0.19166666666666668,1,19.55666666666667,20.525,20.70967741935484,21.23333333333333,23.65666666666667,24.48260869565217,24.24833333333333,23.396774193548385,23.71333333333333,22.372131147540983,20.7864406779661,20.196363636363635
Benin,6.482663783783784,2.617336216216216,18,28.364864864864863,2.1831918080817414,23.1,34.4,Northern,1,Tropical,0,6.482663783783784,0.0720295975975976,0,30.916129032258063,30.682142857142857,31.20967741935484,29.73333333333333,29.293548387096774,27.995652173913044,27.07457627118644,26.76129032258065,27.08833333333333,27.298387096774192,27.846666666666668,29.53454545454545
Bhutan,27.48266378378378,89.6,19,13.856936936936938,4.588142147148655,-0.1,23.8,Northern,1,Subtropical,1,27.48266378378378,0.3053629309309309,2,8.119354838709677,5.878571428571428,11.887096774193548,14.22,15.15483870967742,17.039130434782606,17.696610169491525,16.45967741935484,16.958333333333332,15.029032258064516,12.01,8.92909090909091
Bolivia,-19.014067811934897,-65.26593851717904,20,16.905605786618445,2.094615518514374,9.55,23.1,Southern,0,Tropical,0,19.014067811934897,0.21126742013260996,1,17.138333333333332,17.125,17.0,16.529999999999998,16.125806451612902,16.321739130434782,14.606666666666666,15.97741935483871,18.234166666666667,17.766393442622952,17.829661016949153,17.905454545454546
Bosnia and Herzegovina,43.85,18.38265899280575,21,14.47230215827338,9.985709920603837,-4.8,37.2,Northern,1,Temperate,2,43.85,0.4872222222222222,4,4.264516129032257,3.585714285714286,9.23225806451613,12.713333333333331,15.938709677419356,25.10652173913044,26.195,25.061290322580643,18.33833333333333,12.84516129032258,5.381666666666666,2.769090909090909
Botswana,-24.647099280575542,25.9115309352518,22,23.599640287769784,6.036871680779194,6.4,38.4,Southern,0,Subtropical,1,24.647099280575542,0.2738566586730616,2,29.39354838709677,27.9,26.16774193548387,21.96333333333333,17.725806451612904,17.11521739130435,19.761666666666667,22.182258064516127,24.555,24.896774193548385,25.376666666666665,27.665454545454544
Brazil,-2.1215130434782608,-58.14642173913043,23,24.217753623188408,2.5781456266156995,17.9,33.3,Southern,0,Tropical,0,2.1215130434782608,0.023572367149758452,0,22.53793103448276,22.535714285714285,22.5,22.776666666666664,22.648387096774197,24.72608695652174,25.24333333333333,25.6,25.723333333333336,24.167213114754095,24.605084745762717,23.494545454545456
Brunei,4.882668592057762,114.93266859205777,24,29.35162454873646,2.175660003748245,24.0,34.3,Northern,1,Tropical,0,4.882668592057762,0.05425187324508624,0,27.98064516129032,27.875,28.951612903225808,30.07333333333333,30.93548387096774,29.75909090909091,29.558333333333334,28.583870967741937,29.883333333333333,29.62741935483871,29.735,28.82
Bulgaria,42.683810071942446,23.31982302158273,25,17.10122901678657,10.832737243397617,-4.25,39.0,Northern,1,Temperate,2,42.683810071942446,0.47426455635491604,4,5.47741935483871,2.307142857142857,12.432258064516128,13.95,17.7758064516129,27.980072463768117,31.399166666666662,29.18548387096774,22.68583333333333,14.39220430107527,7.53388888888889,4.234545454545454
Burkina Faso,12.370242162162162,-1.523793873873874,26,28.19171171171171,3.714830720417933,18.1,37.7,Northern,1,Tropical,0,12.370242162162162,0.13744713513513512,1,28.17096774193548,29.482142857142858,33.400000000000006,32.52,30.59354838709677,30.571739130434786,28.61864406779661,26.816129032258065,26.925,27.41774193548387,25.173333333333336,25.545454545454547
Burundi,-3.3768575539568344,29.36,27,26.35935251798561,2.9090357421972377,17.5,33.3,Southern,0,Tropical,0,3.3768575539568344,0.03752063948840927,0,26.716129032258067,28.03214285714285,26.19032258064516,26.00333333333333,24.26451612903226,25.845652173913045,25.47833333333333,26.66290322580645,28.45833333333333,27.330645161290324,25.6,25.26909090909091
Cambodia,11.55,104.91734216216216,28,31.251171171171173,2.933143955455869,22.6,39.1,Northern,1,Tropical,0,11.55,0.12833333333333335,1,30.486666666666668,33.17857142857143,34.78387096774193,34.486666666666665,33.11612903225806,30.98478260869565,30.023333333333333,31.006451612903227,30.165000000000003,31.36290322580645,30.363333333333333,29.745454545454542
Cameroon,6.55851119133574,12.675347653429602,29,25.415523465703973,3.152262168337109,17.8,33.3,Northern,1,Tropical,0,6.55851119133574,0.07287234657039711,0,28.1,29.517857142857142,30.35483870967742,27.74,24.845161290322583,23.69090909090909,22.898333333333333,22.333870967741937,24.48333333333333,24.59354838709677,25.88,27.12
Canada,45.4173444846293,-75.7,30,6.358047016274864,10.920050921171292,-21.8,29.2,Northern,1,Temperate,2,45.4173444846293,0.5046371609403255,4,-9.953333333333337,-11.153571428571428,-3.454838709677419,2.1766666666666667,9.63548387096774,16.77608695652174,19.126666666666665,16.441935483870967,12.818333333333332,7.447540983606557,0.9711864406779662,-6.352727272727273
Cape Verde,14.931208633093526,-23.51201438848921,31,24.52841726618705,2.4679973305847374,19.1,31.3,Northern,1,Tropical,0,14.931208633093526,0.16590231814548362,1,23.070967741935487,21.392857142857142,20.71935483870968,22.296666666666667,23.05161290322581,24.686956521739127,25.8,26.73548387096774,26.93166666666667,25.817741935483877,24.135,23.489090909090912
Central African Republic,4.367336216216216,18.582663783783783,32,28.585945945945948,3.929351362125411,20.3,37.9,Northern,1,Tropical,0,4.367336216216216,0.04852595795795796,0,33.067741935483866,31.785714285714285,30.970967741935485,28.683333333333334,27.76451612903226,29.1,28.266101694915253,27.983870967741936,27.55,25.820967741935487,26.923333333333336,30.14909090909091
Chad,12.112497841726618,15.049355395683454,33,29.957374100719424,4.327390193294538,15.1,40.4,Northern,1,Tropical,0,12.112497841726618,0.13458330935251797,1,29.51935483870968,31.075,35.34193548387096,36.236666666666665,35.251612903225805,33.573913043478264,29.541666666666668,27.49516129032258,28.615,29.846774193548388,27.008333333333333,25.20181818181818
Chile,-33.45,-70.6673444846293,34,10.310488245931284,4.852867665620466,-1.7,22.8,Southern,0,Subtropical,1,33.45,0.3716666666666667,3,16.19,15.742857142857144,13.66451612903226,10.333333333333334,8.625806451612902,5.05,4.881666666666666,6.251612903225807,8.076666666666666,11.198360655737703,12.967796610169492,16.883636363636363
China,39.92911046931408,116.38862527075813,35,18.88826714801444,10.93780656911298,-6.0,38.3,Northern,1,Temperate,2,39.92911046931408,0.4436567829923787,3,0.8161290322580644,3.678571428571429,14.683870967741935,22.08333333333333,25.693548387096776,30.875,29.7,28.43548387096774,24.886666666666667,17.496774193548386,12.493333333333334,3.463636363636364
Comoros,-11.704561441441442,43.24134126126126,36,26.197657657657658,1.4536689266453144,22.1,31.3,Southern,0,Tropical,0,11.704561441441442,0.1300506826826827,1,26.58709677419355,27.589285714285715,27.9,27.863333333333333,27.661290322580644,26.11333333333333,25.30333333333333,25.095161290322583,25.35,26.10322580645161,26.055,26.05090909090909
Congo,-4.259354234234235,15.283793873873874,37,26.83747747747748,3.450176699411684,20.1,37.5,Southern,0,Tropical,0,4.259354234234235,0.04732615815815817,0,28.335483870967742,27.582142857142856,27.641935483870967,26.97,25.97741935483871,27.404444444444444,26.476666666666667,26.896774193548385,26.495,26.567741935483877,25.775,27.272727272727277
Costa Rica,9.83053781818182,-84.14822981818182,38,19.560181818181817,2.810278422515282,10.9,25.2,Northern,1,Tropical,0,9.83053781818182,0.109228197979798,0,18.886666666666667,21.035714285714285,20.63870967741936,21.346666666666668,21.396666666666665,20.76888888888889,20.41525423728813,19.753225806451614,20.66166666666667,17.822950819672133,18.17457627118644,16.68
Croatia,45.8,16.0,39,15.688989169675091,10.227377260617,-2.0,38.8,Northern,1,Temperate,2,45.8,0.5088888888888888,4,5.425806451612903,3.935714285714286,10.438709677419356,15.26,17.506451612903227,26.917777777777776,27.75423728813559,27.58225806451613,19.953333333333333,12.87741935483871,5.828333333333333,3.363636363636364
Cuba,23.131528260869565,-82.36337826086955,40,22.9786231884058,3.106420887859284,9.3,29.2,Northern,1,Tropical,0,23.131528260869565,0.2570169806763285,2,18.55666666666667,19.42142857142857,18.758064516129032,20.273333333333333,23.58,25.058695652173917,25.576666666666664,24.95483870967742,24.41,24.252459016393445,22.25762711864407,21.725454545454543
Cyprus,35.16733621621621,33.36733621621622,41,26.067027027027027,7.61446545108495,7.1,40.4,Northern,1,Temperate,2,35.16733621621621,0.39074818018018015,3,17.574193548387097,13.864285714285714,21.364516129032257,22.15666666666667,27.41935483870968,33.45869565217391,35.25254237288136,34.461290322580645,31.095,25.537096774193547,20.955,16.278181818181817
Czech Republic,50.08267341772152,14.46732658227848,42,12.422061482820975,8.990872067002101,-8.7,32.4,Northern,1,Temperate,2,50.08267341772152,0.5564741490857947,5,2.2161290322580647,0.6392857142857142,7.061290322580645,12.143333333333334,13.94516129032258,22.07333333333333,22.639655172413796,22.67258064516129,16.823333333333334,10.458064516129031,3.778333333333333,3.1036363636363635
DR Congo,-4.3,15.3,43,26.760940325497288,3.399626021373622,20.1,37.8,Southern,0,Tropical,0,4.3,0.04777777777777777,0,27.71935483870968,27.788888888888888,27.75161290322581,26.91,25.97741935483871,27.08666666666667,26.56271186440678,26.92419354838709,26.495,26.467741935483872,25.626666666666665,27.138181818181817
Denmark,55.66733621621621,12.582663783783785,44,12.231171171171171,6.576559778301944,-5.0,27.2,Northern,1,Continental,3,55.66733621621621,0.618525957957958,5,3.541935483870968,2.292857142857143,6.748387096774193,10.77,13.138709677419357,17.96,19.496666666666663,19.65,17.41166666666667,11.424193548387096,6.601666666666668,5.987272727272727
Djibouti,11.59595667870036,43.14846353790614,45,32.24729241877257,4.744346771734418,24.7,47.1,Northern,1,Tropical,0,11.59595667870036,0.12884396309667065,1,26.677419354838708,27.482142857142858,28.641935483870967,30.77,33.02258064516129,36.62222222222222,38.98474576271186,35.70161290322581,35.098333333333336,31.69677419354839,28.633333333333333,26.965454545454545
Dominica,15.3,-61.39999999999999,46,26.66365280289331,1.5485029126676335,20.2,33.0,Northern,1,Tropical,0,15.3,0.17,1,24.60333333333333,24.775,25.31290322580645,25.48333333333333,26.33870967741936,27.480434782608693,27.68135593220339,27.76451612903226,27.38833333333333,27.608064516129037,26.806779661016947,25.312727272727276
Dominican Republic,18.46733967391304,-69.9,47,24.0375,2.0351688951882894,18.3,30.4,Northern,1,Tropical,0,18.46733967391304,0.20519266304347825,1,21.53666666666667,21.432142857142857,21.84193548387097,22.546666666666667,23.351612903225806,25.55,25.47796610169492,25.716129032258067,25.23333333333333,25.008196721311474,23.494915254237288,22.663636363636364
East Timor,-8.55886582278481,125.5729164556962,48,26.35117540687161,1.383273354723073,21.7,29.1,Southern,0,Tropical,0,8.55886582278481,0.09509850914205345,0,26.348387096774196,26.228571428571428,26.88387096774193,26.45,26.4741935483871,25.288636363636364,24.764406779661016,25.18870967741936,26.236666666666668,27.71451612903226,27.881666666666668,26.772727272727277
Ecuador,-0.2173468239564428,-78.5,49,10.131215970961888,1.0948001771178124,6.7,15.5,Southern,0,Tropical,0,0.2173468239564428,0.002414964710627142,0,9.843333333333334,10.235714285714286,9.873333333333331,10.013333333333332,9.896666666666668,10.27608695652174,9.845,9.419354838709678,10.248333333333331,10.552459016393444,10.508474576271189,10.56181818181818
Egypt,30.05,31.25,50,26.673693693693693,6.832141062247975,13.0,42.4,Northern,1,Subtropical,1,30.05,0.3338888888888889,3,19.35483870967742,16.87857142857143,22.81290322580645,24.17,28.43548387096774,32.15,34.84237288135593,33.920967741935485,30.195,26.467741935483872,21.99833333333333,18.312727272727276
El Salvador,13.70886981818182,-89.20250254545455,51,23.57181818181818,2.4770763886093308,16.7,29.2,Northern,1,Tropical,0,13.70886981818182,0.15232077575757577,1,23.52,24.428571428571427,25.038709677419355,25.876666666666665,25.91333333333333,23.80444444444445,23.73898305084745,23.0,24.276666666666664,22.68360655737705,22.38813559322034,21.563636363636363
Equatorial Guinea,3.75,8.782658992805755,52,27.20989208633093,2.2408796509306925,23.0,33.4,Northern,1,Tropical,0,3.75,0.041666666666666664,0,28.687096774193545,31.0,29.361290322580647,29.136666666666667,28.703225806451613,27.87826086956522,26.203333333333333,25.561290322580643,26.175,25.61774193548387,26.78833333333333,27.12363636363636
Eritrea,15.332658992805754,38.93265899280576,53,21.58812949640288,2.8226246985041885,13.9,28.0,Northern,1,Tropical,0,15.332658992805754,0.17036287769784172,1,18.306451612903224,19.482142857142858,21.22903225806452,22.90666666666667,23.970967741935485,25.530434782608697,22.63,20.63387096774193,23.49333333333333,21.488709677419354,20.351666666666667,18.67454545454545
Estonia,59.43314244604316,24.7284690647482,54,10.714748201438848,8.246698390925761,-8.0,32.3,Northern,1,Continental,3,59.43314244604316,0.6603682494004796,5,1.335483870967742,-1.457142857142857,4.609677419354839,7.666666666666667,11.380645161290325,17.730434782608697,21.341666666666665,19.01290322580645,16.831666666666667,8.838709677419354,4.418333333333334,2.421818181818181
Eswatini,-26.31733736462094,31.132662635379063,55,22.175992779783392,5.108088594076916,9.7,37.2,Southern,0,Subtropical,1,26.31733736462094,0.29241485960689934,2,26.47741935483871,24.464285714285715,24.23,21.18,20.154838709677417,18.40434782608696,20.06949152542373,21.75,22.266666666666666,21.23709677419355,22.688333333333333,25.443636363636365
Ethiopia,9.032668592057762,38.7,56,19.95018050541516,2.5095928006800365,13.2,29.4,Northern,1,Tropical,0,9.032668592057762,0.10036298435619735,0,21.20967741935484,23.042857142857144,22.17419354838709,23.0,21.83870967741936,20.991111111111117,18.645762711864407,17.585483870967742,19.3,19.279032258064515,18.855,19.55818181818182
Fiji,-18.13265899280575,178.41734100719424,57,24.280125899280577,1.8046201422999484,17.3,28.2,Southern,0,Tropical,0,18.13265899280575,0.2014739888089528,1,25.493548387096773,26.092857142857145,25.73225806451613,25.723333333333336,24.870967741935484,23.595652173913045,22.845,22.57258064516129,22.91583333333333,24.125806451612902,25.101666666666667,25.563636363636363
Finland,60.176454676259,24.93338417266187,58,10.48273381294964,8.660815167156462,-10.0,29.1,Northern,1,Continental,3,60.176454676259,0.6686272741806556,6,-0.0870967741935483,-2.039285714285714,4.129032258064516,7.676666666666667,12.141935483870968,18.167391304347827,21.973333333333336,19.10967741935484,15.996666666666666,8.629032258064516,3.755,1.7181818181818185
France,48.86734216216216,2.332657837837838,59,14.330810810810812,7.326829084375572,-2.7,36.8,Northern,1,Temperate,2,48.86734216216216,0.5429704684684684,4,4.6,5.514285714285714,9.348387096774196,13.853333333333332,16.493333333333332,21.85,22.616666666666667,22.81451612903226,16.461666666666666,12.674193548387096,8.431666666666667,7.279999999999999
Gabon,0.3826637837837838,9.45,60,26.96144144144144,1.9512630579663488,22.9,31.3,Northern,1,Tropical,0,0.3826637837837838,0.00425181981981982,0,28.929032258064517,29.3,29.23548387096774,28.69,27.296774193548387,26.942222222222224,25.70833333333333,25.59032258064516,26.336666666666662,25.93387096774193,26.383333333333333,27.647272727272725
